Date,Year,Type,Country,Source
10-Jul,2021,Unprovoked,usa,"m. michaelson, gsaf & k. mcmurray, trackingsharks.com"
10-Jul,2021,Unprovoked,brazil,"k. mcmurray, trackingsharks.com"
05-Jul,2021,Unprovoked,australia,"s. de marchi, m. michaelson, b. myatt, gsaf and k. mcmurray, trackingsharks.com"
04-Jul,2021,Unprovoked,usa,"clickorlando, 7/4/2021"
04-Jul,2021,Provoked,usa,"k.mcmurray, trackingsharks.com"
03-Jul,2021,Unprovoked,ecuador,"j. marchand & a. currie, gsaf"
30-Jun,2021,Unprovoked,usa,"r. collier, gsaf & k. mcmurray, trackingsharks.com"
28-Jun,2021,Unprovoked,usa,"j. marchand, gsaf"
27-Jun,2021,Unprovoked,usa,"c.creswell, gsaf"
26-Jun,2021,Unprovoked,usa,"m. michaelson, b myatt, m. levine, r. collier, gsaf"
25-Jun,2021,Unprovoked,jordan,"a. currie, gsaf"
23-Jun,2021,Unprovoked,australia,"b. myatt, s. de marchi & s. curatololo-wagemann, gsaf"
18-Jun,2021,Unprovoked,usa,"k. mcmurray, trackingsharks.com"
17-Jun,2021,Unprovoked,usa,"k. mcmurray, trackingsharks.com"
14-Jun,2021,Unprovoked,usa,"k. mcmurray, trackingsharks.com"
14-Jun,2021,Unprovoked,usa,"k. mcmurray, trackingsharks.com"
12-Jun,2021,Provoked,england,"k. mcmurray, trackingsharks.com"
11-Jun,2021,Unprovoked,australia,"b. myatt, gsaf"
25-May,2021,Provoked,new caledonia,f. abbott & ouest-france. 5/27/2021
23-May,2021,Unprovoked,usa,"k. mcmurray, trackingsharks.com"
21-May,2021,Unprovoked,australia,"b. myatt, gsaf"
18-May,2021,Unprovoked,australia,"s. de marchi & b. myatt, gsaf"
15-May,2021,Unprovoked,usa,"star advertiser, 5/15/2021"
12-May,2021,Provoked,belize,gsaf
06-May,2021,Unprovoked,usa,"daytona beach news-journal, 5/6/2021"
03-May,2021,Unprovoked,usa,"k. mcmurray, trackingsharks.com"
01-May,2021,Unprovoked,jamaica,"k. mcmurray, trackingsharks.com"
30-Apr,2021,Unprovoked,usa,"k. mcmurray, trackingsharks.com"
29-Apr,2021,Unprovoked,usa,"vero beach, 04/29/2021"
24-Apr,2021,Unprovoked,french polynesia,"j. marchand, gsag"
24-Apr,2021,Unprovoked,new caledonia,"k. mcmurray, trackingsharks.com"
20-Apr,2021,Unprovoked,usa,"k. mcmurray, trackingsharks.com"
19-Apr,2021,Unprovoked,australia,"k. mcmurray, trackingsharks.com"
17-Apr,2021,Provoked,usa,"news observer, 4/29/2021"
14-Apr,2021,Unprovoked,south africa,"m. michelson, gsafand k. mcmurray, trackingsharks.com"
13-Apr,2021,Unprovoked,south africa,"k. mcmurray, trackingsharks.com"
02-Apr,2021,Unprovoked,usa,"k. mcmurray, trackingsharks.com"
30-Mar,2021,Unprovoked,usa,"k. mcmurray, trackingsharks.com"
27-Mar,2021,Unprovoked,australia,"k. mcmurray, trackingsharks.com"
26-Mar,2021,Unprovoked,french polynesia,"polynésie 1, 3/26/2021"
25-Mar,2021,Unprovoked,usa,"k. mcmurray, trackingsharks.com"
25-Mar,2021,Unprovoked,usa,"m. michaelson, gsaf and k.. mcmurray, trackingsharks.com"
21-Mar,2021,Unprovoked,usa,"m. michaelson, gsaf and k.. mcmurray, trackingsharks.com"
20-Mar,2021,Unprovoked,australia,"s. de marchi, gsaf and k. mcmurray, trackingsharks.com"
18-Mar,2021,Unprovoked,usa,"k. mcmurray, trackingsharks.com"
02-Mar,2021,Unprovoked,new caledonia,"franceinfo, 3/2/2021"
28-Feb,2021,Unprovoked,new caledonia,"k. mcmurray, trackingsharks.com and  b. myatt, gsaf"
20-Feb,2021,Provoked,australia,"s. de marchi, gsaf"
06-Feb,2021,Unprovoked,usa,"k. mcmurray, trackingsharks.com"
02-Feb,2021,Watercraft,australia,"k.  mcmurray, trackingsharks.com"
02-Feb,2021,Watercraft,usa,"k.  mcmurray, trackingsharks.com"
29-Jan,2021,Unprovoked,australia,"m. michaelson, gsaf"
27-Jan,2021,Unprovoked,new zealand,"k. mcmurray, trackingsharks.com"
23-Jan,2021,Unprovoked,australia,"s. demarchi & b. myatt, gsaf, k. mcmurray, trackingsharks.com"
22-Jan,2021,Watercraft,usa,"j. mccallister, gsaf"
22-Jan,2021,Unprovoked,usa,"kevin mcmurray, trackingsharks.com"
21-Jan,2021,Unprovoked,australia,"s. demarchi & r. babington, gsaf and k. mcmurray, trackingsharks.com"
14-Jan,2021,Unprovoked,australia,andy currie: take 5: 10 news:
13-Jan,2021,Unprovoked,brazil,"k. mcmurray, trackingsharks.com"
13-Jan,2021,Unprovoked,australia,"b. myatt, gsaf & k. mcmurray, trackingsharks.com"
11-Jan,2021,Unprovoked,australia,"b. myatt, gsaf & k. mcmurray, trackingsharks.com"
09-Jan,2021,Unprovoked,st kitts  and  nevis,"k. mcmurray, trackingsharks.com"
07-Jan,2021,Unprovoked,new zealand,"c. black, gsaf"
03-Jan,2021,Unprovoked,usa,"k. mcmurray, trackingsharks.com"
02-Jan,2021,Unprovoked,usa,"k. mcmurray, trackingsharks.com"
02-Jan,2021,Unprovoked,usa,"k. mcmurray, trackingsharks.com"
30-Dec,2020,Unprovoked,usa,"k. mcmurray, trackingsharks.com"
23-Dec,2020,Unprovoked,maldives,raajee.mv
10-Dec,2020,Unprovoked,st martin,"kevin mcmurray, trackingsharks.com & d. baldwin"
09-Dec,2020,Unprovoked,australia,"m. michelson, gsaf & k. mcmurray, tracking sharks.com"
08-Dec,2020,Unprovoked,usa,"m. michelson, gsaf & k. mcmurray, tracking sharks.com"
06-Dec,2020,Unprovoked,usa,"r. collier, gsaf & k. mcmurray, trackingsharks.com"
06-Dec,2020,Unprovoked,australia,"b. myatt, gsaf"
02-Dec,2020,Unprovoked,egypt,"kevin mcmurray, trackingsharks.com"
26-Nov,2020,Unprovoked,usa,"k. mcmurray, trackingsharks.com"
23-Nov,2020,Unprovoked,new caledonia,"k. mcmurray, trackingsharks.com"
22-Nov,2020,Unprovoked,australia,"k. mcmurray, trackingsharks.com"
02-Nov,2020,Unprovoked,australia,"b. myatt, gsaf"
31-Oct,2020,Unprovoked,usa,"k. mcmurray, trackingsharks.com"
30-Oct,2020,Unprovoked,bahamas,"bahamas tribune, 11/4/2020"
29-Oct,2020,Unprovoked,usa,"k. mcmurray, tracking sharks"
25-Oct,2020,Unprovoked,egypt,"k. mcmurray, tracking sharks"
24-Oct,2020,Unprovoked,australia,"b. myatt, gsaf"
21-Oct,2020,Invalid,usa,"c. creswell, gsaf"
09-Oct,2020,Unprovoked,australia,"b. myatt, gsaf"
07-Oct,2020,Unprovoked,usa,"k. mcmurray, trackingsharks.com"
04-Oct,2020,Unprovoked,australia,"b. myatt, gsaf"
29-Sep,2020,Provoked,usa,"k.mcmurray, trackingsharks.com"
21-Sep,2020,Invalid,usa,maui  now. 9/21/2020
20-Sep,2020,Unprovoked,usa,"nine news, 8/30/2020"
17-Sep,2020,Provoked,australia,"k. mcmurray, tracking sharks.com and b. myatt, gsaf"
16-Sep,2020,Unprovoked,australia,"b. myatt, gsaf"
16-Sep,2020,Invalid,usa,"k. mcmurray, trackingsharks.com"
15-Sep,2020,Unprovoked,usa,"k. mcmurray, trackingsharks.com"
15-Sep,2020,Unprovoked,usa,"k. mcmurray, trackingsharks.com"
08-Sep,2020,Invalid,usa,"click orlando, 9/8/2020"
07-Sep,2020,Unprovoked,australia,"b. myatt, gsaf"
06-Sep,2020,Unprovoked,usa,"k. mcmurray, trackingsharks.com & m. michaelson, gsaf"
02-Sep,2020,Unprovoked,usa,"youtube, 9/2/2020"
30-Aug,2020,Watercraft,australia,"nine news, 8/30/2020"
30-Aug,2020,Unprovoked,usa,"k. mcmurray, trackingsharks.com and c. creswell, gsaf"
28-Aug,2020,Unprovoked,usa,"sacramento bee, 9/1/2020"
23-Aug,2020,Unprovoked,usa,"k. mcmurray, trackingsharks.com and c. creswell, gsaf"
22-Aug,2020,Unprovoked,usa,"k. mcmurray, trackingsharks.com"
20-Aug,2020,Unprovoked,usa,"k. mcmurray, trackingsharks.com"
19-Aug,2020,Invalid,usa,"c. creswell, gsf"
14-Aug,2020,Unprovoked,australia,"b. myatt, gsaf"
10-Aug,2020,Provoked,usa,"k. mcmurray, trackingsharks.com"
02-Aug,2020,Unprovoked,usa,"k. mcmurray, trackingsharks.com"
01-Aug,2020,Unprovoked,usa,"c. creswell, gsaf"
31-Jul,2020,Unprovoked,usa,"k. mcmurray, trackingsharks.com"
31-Jul,2020,Unprovoked,usa,"k. mcmurray, trackingsharks.com"
31-Jul,2020,Unprovoked,australia,"j. marchand, gsaf"
29-Jul,2020,Unprovoked,usa,"j. marchand, gsaf & k. mcmurray, trackingsharks.com"
29-Jul,2020,Watercraft,australia,"c. black, gsaf"
27-Jul,2020,Unprovoked,french polynesia,"j. marchand, gsaf"
27-Jul,2020,Unprovoked,usa,"j. marchand, gsaf"
23-Jul,2020,Unprovoked,usa,"k. mcmurray, trackingsharks.com & m. michaelson, gsaf"
23-Jul,2020,Unprovoked,usa,"k. mcmurray, trackingsharks.com"
22-Jul,2020,Unprovoked,usa,"c. creswell & e. ritter, gsaf"
19-Jul,2020,Unprovoked,usa,"k. mcmurray, trackingsharks.com"
17-Jul,2020,Unprovoked,australia,"c. black, gsaf"
14-Jul,2020,Unprovoked,usa,"k. mcmurray, trackingsharks.com"
13-Jul,2020,Unprovoked,australia,"b. myatt, m. michaelson, j. marchand . gsaf and  k. mcmurray, trackingsharks.com"
11-Jul,2020,Unprovoked,australia,"b. myatt, gsaf"
10-Jul,2020,Unprovoked,usa,"k. mcmurray, trackingsharks.com"
04-Jul,2020,Unprovoked,australia,"b. myatt & m. michaelson, and  k. mcmurray, trackingsharks.com"
22-Jun,2020,Unprovoked,usa,"k. mcmurray, trackingsharks.com"
20-Jun,2020,Unprovoked,usa,"t. arthur, m. michaelson, gsaf & k. mcmurrray, trackingsharks.com"
20-Jun,2020,Unprovoked,bahamas,"m. michaelson, gsaf"
16-Jun,2020,Unprovoked,south africa,"k. mcmurray, trackingsharks.com"
10-Jun,2020,Unprovoked,new caledonia,"j. marchand, gsaf"
07-Jun,2020,Unprovoked,australia,"m. michaelson & b. myatt, gsaf"
06-Jun,2020,Unprovoked,australia,"b. myatt & k. mcmurray, trackingsharks.com"
04-Jun,2020,Invalid,usa,"k. mcmurray, trackingsharks.com"
01-Jun,2020,Unprovoked,usa,"k. mcmurray, trackingsharks.com"
31-May,2020,Unprovoked,bahamas,"m. michaelson, gsaf"
30-May,2020,Unprovoked,australia,"b. myatt, gsaf & k. mcmurray, trackingsharks.com"
28-May,2020,Unprovoked,thailand,"k. mcmurray, trackingsharks.com"
26-May,2020,Unprovoked,spain,"k. mcmurray, trackingsharks.com"
17-May,2020,Unprovoked,french polynesia,"k. mcmurray, trackingsharks.com"
09-May,2020,Unprovoked,usa,"r. collier, gsaf, k. mcmurray, trackingsharks.com"
08-May,2020,Unprovoked,australia,"k. mcmurray, trackingsharks.com"
01-May,2020,Unprovoked,usa,"r. collier, gsaf, k. mcmurray, trackingsharks.com"
29-Apr,2020,Invalid,usa,"k. mcmurray, trackingsharks.com and m. michaelson, gsaf"
21-Apr,2020,Unprovoked,australia,"b. myatt, gsaf & k. mcmurray, trackingsharks.com"
07-Apr,2020,Unprovoked,usa,"k. mcmurray, trackingsharks.com"
06-Apr,2020,Unprovoked,australia,"b. myatt, r. collier & m. michaelson, gsaf and, k. mcmurray, trackingsharks.com"
06-Apr,2020,Unprovoked,australia,"b. myatt & m. michaelson, gsaf and, k. mcmurray, trackingsharks.com"
27-Mar,2020,Unprovoked,usa,"ksbw, 03/28/2020"
22-Mar,2020,Unprovoked,usa,"k.mcmurray, trackingsharks.com"
22-Mar,2020,Unprovoked,usa,"k.mcmurray, trackingsharks.com"
21-Mar,2020,Unprovoked,australia,"b. myatt, gsaf"
Unknown,2020,Provoked,new zealand,"k. mcmurray, trackingsharks.com"
02-Mar,2020,Unprovoked,fiji,"k. mcmurray, trackingsharks.com"
22-Feb,2020,Unprovoked,new zealand,"nz herald, 2/22/2020"
05-Feb,2020,Unprovoked,usa,"k. mcmurray, trackingsharks.com"
01-Feb,2020,Unprovoked,french polynesia,"tntv, 2/6/2020"
Unknown,2020,Provoked,bahamas,"k. mcmurray, trackingsharks.com"
17-Jan,2020,Unprovoked,australia,"b. myatt & m. michaelson, gsaf; k. mcmurray, trackingsharks.com"
16-Jan,2020,Unprovoked,new zealand,"k. mcmurray, trackingsharks.com"
13-Jan,2020,Unprovoked,usa,"c. creswell, gsaf"
12-Jan,2020,Unprovoked,thailand,"k. mcmurray, trackingsharks.com"
07-Jan,2020,Unprovoked,australia,"b. myatt & m. michaelson, gsaf; k. mcmurray, trackingsharks.com"
05-Jan,2020,Unprovoked,australia,"b. myatt, gsaf"
03-Jan,2020,Unprovoked,new caledonia,"inc.nc, 1/3/2020"
02-Jan,2020,Unconfirmed,australia,"b. myatt & m. michaelson, gsaf; k. mcmurray, trackingsharks.com"
30-Dec,2019,Unprovoked,australia,"b. myatt, gsaf"
28-Dec,2019,Unprovoked,seychelles,seychelles news agency
26-Dec,2019,Unprovoked,papua new guinea,"k. mcmurray, trackingsharks.com"
26-Dec,2019,Unprovoked,south africa,"times live, 12/26/2019"
24-Dec,2019,Unprovoked,new zealand,"new zealand herald, 12/29/2019"
21-Dec,2019,Unprovoked,usa,"r. collier, gsaf"
20-Dec,2019,Provoked,australia,"b. myatt, gsaf"
12-Dec,2019,Unconfirmed,reunion island,"clicanoo, 12/27/2019"
06-Dec,2019,Unprovoked,australia,"b. myatt, gsaf"
04-Dec,2019,Unprovoked,cuba,"men's journal, 12/52019"
03-Dec,2019,Unprovoked,usa,"k.mcmurray, trackingsharks.com"
30-Nov,2019,Unprovoked,usa,"ny post, 12/2/2019"
30-Nov,2019,Unprovoked,australia,"k.mcmurray, trackingsharks.com"
23-Nov,2019,Unconfirmed,australia,"b. myatt, gsaf"
23-Nov,2019,Provoked,mexico,"kevin mcmurray, trackingsharks.com"
22-Nov,2019,Unprovoked,israel,"k.mcmurray, trackingsharks.com"
14-Nov,2019,Provoked,french polynesia,"kevin mcmurray, trackingsharks.com"
12-Nov,2019,Unprovoked,usa,"k.mcmurray, trackingsharks.com"
11-Nov,2019,Unprovoked,mexico,"k.mcmurray, trackingsharks.com"
09-Nov,2019,Watercraft,south africa,"kevin mcmurray, trackingsharks.com"
06-Nov,2019,Unprovoked,usa,m. doty
02-Nov,2019,Unconfirmed,reunion island,"b. myatt & m. michaelson, gsaf and, k. mcmurray, trackingsharks.com"
29-Oct,2019,Unprovoked,australia,"b. myatt & m. michaelson, gsaf"
27-Oct,2019,Provoked,usa,"kevin mcmurray, trackingsharks.com"
25-Oct,2018,Unprovoked,usa,d. zamora
21-Oct,2019,Unprovoked,french polynesia,"e. clua, s. demarchi  & c. meyer"
17-Oct,2019,Unprovoked,australia,"k.mcmurray, trackingsharks.com"
08-Oct,2019,Unprovoked,usa,"k.mcmurray, trackingsharks.com"
05-Oct,2019,Unprovoked,australia,b.myatt & m. michaelson gsaf
05-Oct,2019,Watercraft,usa,"kevin mcmurray, trackingsharks.com"
Unknown,2019,Unprovoked,usa,"kevin mcmurray, trackingsharks.com"
28-Sep,2019,Provoked,australia,"nine news, 9/30/2019"
26-Sep,2019,Unprovoked,usa,"hawaii news now, 9/26/2019"
24-Sep,2019,Unprovoked,usa,"florida times union, 9/24/2019"
24-Sep,2019,Unprovoked,usa,"k. mcmurray, trackingsharks.com"
18-Sep,2019,Unprovoked,usa,"k. mcmurray, trackingsharks.com"
15-Sep,2019,Unprovoked,usa,"k. mcmurray, trackingsharks.com"
07-Sep,2019,Unprovoked,australia,"k. mcmurray, trackingsharks.com"
31-Aug,2019,Unprovoked,usa,"k. mcmurray, trackingsharks.com"
31-Aug,2019,Unprovoked,usa,"new4jax, 8/31/2019"
27-Aug,2019,Provoked,usa,"k. mcmurray, trackingsharks.com"
21-Aug,2019,Unprovoked,usa,"k. mcmurray, trackingsharks.com"
20-Aug,2019,Unprovoked,usa,"hawaii news now, 8/20/2019"
16-Aug,2019,Unprovoked,fiji,e. g. leeson
16-Aug,2019,Unprovoked,usa,"wesh, 8/16/2019"
11-Aug,2019,Unprovoked,usa,"m. michaelson, gsaf"
04-Aug,2019,Unprovoked,usa,"k. mcmurray, trackingsharks.com"
03-Aug,2019,Unprovoked,usa,"k. mcmurray, trackingsharks.com"
03-Aug,2019,Unprovoked,usa,"k. mcmurray, trackingsharks.com"
03-Aug,2019,Unprovoked,usa,"k. mcmurray, trackingsharks.com"
29-Jul,2019,Unprovoked,usa,"k. mcmurray, trackingsharks.com"
30-Jul,2019,Provoked,usa,"k. mcmurray, trackingsharks.com"
29-Jul,2019,Unprovoked,usa,"daytona beach news-journal, 7/29/2019"
28-Jul,2019,Unprovoked,australia,"b.myatt, gsaf"
27-Jul,2019,Unprovoked,usa,"k. mcmurray, trackingsharks.com"
27-Jul,2019,Unprovoked,usa,"k. mcmurray, trackingsharks.com"
22-Jul,2019,Unprovoked,usa,"k. mcmurray, trackingsharks.com"
18-Jul,2019,Unconfirmed,usa,"abc, 07/18/2019"
Unknown,2019,Unprovoked,new zealand,"m. michelson, gsaf"
16-Jul,2019,Unprovoked,usa,"c. creswell, gsaf,     k. mcmurray, trackingsharks.com"
12-Jul,2019,Unprovoked,usa,"k. mcmurray, trackingsharks.com"
10-Jul,2019,Unprovoked,south africa,"k. mcmurray, trackingsharks.com"
09-Jul,2019,Unprovoked,australia,"yahoo news australia, 7/9/2019"
06-Jul,2019,Provoked,mexico,"k. mcmurray, trackingsharks.com"
04-Jul,2019,Unprovoked,bahamas,"tribune242, 7/5/2019"
30-Jun,2019,Unprovoked,usa,"k. mcmurray, trackingsharks.com"
26-Jun,2019,Unprovoked,bahamas,"e. ritter & m. michaelson, gsaf"
21-Jun,2019,Unprovoked,bahamas,"k. mcmurray, trackingsharks.com"
16-Jun,2019,Unprovoked,usa,"c. creswell, gsaf, k. mcmurray, trackingsharks.com"
17-Jun,2019,Unprovoked,bahamas,"s. florida sun sentinel, 7/15/2019"
16-Jun,2019,Unprovoked,usa,"k. mcmurray, trackingsharks.com"
10-Jun,2019,Unprovoked,usa,"c. creswell, gsaf, k. mcmurray, trackingsharks.com"
Unknown,2019,Unprovoked,australia,"k. mcmurray, trackingsharks.com"
05-Jun,2019,Unconfirmed,australia,"m. michaelson, gsaf"
02-Jun,2019,Unprovoked,usa,"c. creswell, gsaf"
29-May,2019,Unprovoked,new caledonia,"k. mcmurray, trackingsharks.com"
25-May,2019,Unprovoked,usa,"k. mcmurray, trackingsharks.com"
25-May,2019,Unprovoked,new caledonia,"m. michaelson, gsaf"
20-May,2019,Unprovoked,usa,"p. sykes / & d. radal, gsaf"
17-May,2019,Unprovoked,fiji,"fiji times, 6/6/2019; i. hasan yokes"
14-May,2019,Unprovoked,usa,"k. mcmurray, trackingsharks.com"
14-May,2019,Unprovoked,australia,"k. mcmurray, trackingsharks.com"
09-May,2019,Unprovoked,reunion island,"k. mcmurray, trackingsharks.com, m. michaelson, gsaf"
08-May,2019,Unprovoked,usa,"star advertiser, 5/8//2019"
07-May,2019,Unprovoked,usa,"k. mcmurray, trackingsharks.com"
04-May,2019,Provoked,brazil,"k. mcmurray, trackingsharks.com"
01-May,2019,Unprovoked,usa,"m. michaelson, gsaf"
Unknown,2019,Unprovoked,australia,"kevin mcmurray, trackingsharks.com"
23-Apr,2019,Unprovoked,usa,"m. michaelson, gsaf; k, mcmurray, trackingsharks.com"
21-Apr,2019,Unprovoked,usa,"first coast news, 4/21/2019"
12-Apr,2019,Unconfirmed,usa,"action news jax, 4/12/2019, k. mcmurray, trackingsharks.com"
06-Apr,2019,Unconfirmed,usa,"hawaii news now, 4/7/2019"
06-Apr,2019,Unprovoked,usa,"k.mcmurray, trackingsharks.com"
05-Apr,2019,Provoked,china,"k. mcmurray, trackingsharks.com"
26-Mar,2019,Watercraft,usa,"r. collier, gsaf"
25-Mar,2019,Unprovoked,australia,"m. michaelson, b myatt, gsaf, k. mcmurray, trackingsharks.com"
22-Mar,2019,Unprovoked,usa,"m. michaelson, gsaf"
21-Mar,2019,Unprovoked,mexico,"k.mcmurray, trackingsharks.com"
16-Mar,2019,Unprovoked,usa,"honolulu star advertiser, 3/16/2019"
12-Mar,2019,Unprovoked,usa,"k. mcmurray, trackingsharks.com"
05-Mar,2019,Unprovoked,usa,"m. michaelson, gsaf"
05-Mar,2019,Provoked,south africa,"times live, 3/6/2019"
18-Feb,2019,Unprovoked,usa,"r. collier, gsaf"
17-Feb,2019,Unprovoked,australia,"b. myatt, gsaf"
14-Feb,2019,Unprovoked,brazil,"k. mcmurray, trackingsharks.com"
10-Feb,2019,Unprovoked,australia,"k. mcmurray, trackingsharks.com"
04-Feb,2019,Unprovoked,usa,"star advertiser, 2/4/2019"
04-Feb,2019,Unprovoked,australia,"k. mcmurray, trackingsharks.com"
02-Feb,2019,Watercraft,south africa,"zululand observer, 2/4/2019"
02-Feb,2019,Unprovoked,usa,"k. mcmurray, trackingsharks.com"
30-Jan,2019,Unprovoked,reunion island,"m. michaelson, gsaf, k.mcmurray, trackingsharks.com"
29-Jan,2019,Invalid,new zealand,"k. mcmurray, trackingsharks.com"
14-Jan,2019,Unprovoked,australia,"perth now, 1/14/2019"
10-Jan,2019,Invalid,australia,"k. mcmurray, trackingsharks.com"
08-Jan,2019,Unprovoked,usa,"k. mcmurray, trackingsharks.com"
18-Dec,2018,Unprovoked,mexico,"k. mcmurray, trackingsharks.com"
15-Dec,2018,Provoked,australia,"b. myatt, gsaf"
15-Dec,2018,Unprovoked,new zealand,"k. mcmurray, trackingsharks.com"
09-Dec,2018,Unprovoked,new zealand,unknown
09-Dec,2018,Unprovoked,australia,"m. michaelson, gsaf"
28-Nov,2018,Unprovoked,australia,"k. mcmurray, trackingsharks.com"
24-Nov,2018,Unprovoked,usa,"k. mcmurray, trackingsharks.com"
18-Nov,2018,Unprovoked,australia,"b. myatt, gsaf, k. mcmurray, trackingsharks.com"
17-Nov,2018,Unprovoked,australia,"b. myatt, gsaf"
14-Nov,2018,Watercraft,australia,"b. myatt, gsaf, k.mcmurray, trackingsharks.com"
11-Nov,2018,Unprovoked,south africa,"k. mcmurray, trackingsharks.com"
11-Nov,2018,Unprovoked,australia,"b. myatt, gsaf & k. mcmurray, trackingsharks.com"
09-Nov,2018,Unprovoked,bahamas,"k. mcmurray, trackingsharks.com"
07-Nov,2018,Unprovoked,australia,"k. mcmurray, trackingsharks.com"
05-Nov,2018,Unprovoked,australia,"abc, 11/6/2018"
03-Nov,2018,Unprovoked,egypt,"m shamala, s al gaaly and k mcmurray, trackingsharks.com"
24-Oct,2018,Unprovoked,australia,"perth now, 10/24/2018"
23-Oct,2018,Unprovoked,usa,"k. mcmurray, trackingsharks.com"
23-Oct,2018,Unprovoked,usa,"k. mcmurray, trackingsharks.com"
23-Oct,2018,Unprovoked,usa,"r. collier gsaf and k. mcmurray, trackingsharks.com"
19-Oct,2018,Unprovoked,australia,"b. myatt, gsaf"
19-Oct,2018,Unprovoked,new zealand,"c. black, gsaf and k. mcmurray, trackingsharks.com"
Unknown,2018,Watercraft,samoa,"samoa observer, 10/17/2018"
13-Oct,2018,Unconfirmed,australia,"perth now,  10/14/2018"
11-Oct,2018,Unprovoked,usa,"click orlando, 10/12/2018"
08-Oct,2018,Provoked,australia,"k. mcmurray, tracking sharks.com"
29-Sep,2018,Unprovoked,usa,"m. michaelson, gsaf"
28-Sep,2018,Unprovoked,australia,"katherine times, 9/30/2018"
27-Sep,2018,Watercraft,usa,"r. collier, gsaf"
23-Sep,2018,Provoked,fiji,"fiji sun, 9/26/2018"
23-Sep,2018,Unprovoked,bahamas,"m. michaelson, gsaf and k. mcmurray, tracking sharks.com"
20-Sep,2018,Unconfirmed,usa,"first coast news, 9/20/2018"
19-Sep,2018,Unprovoked,jamaica,"rjr,9/21/2018"
20-Sep,2018,Unprovoked,australia,"b. myatt, gsaf"
19-Sep,2018,Unprovoked,australia,"b. myatt, gsaf"
15-Sep,2018,Unprovoked,usa,"m. michaelson, gsaf"
08-Sep,2018,Unprovoked,usa,"daytona beach news-journal, 9/9/2018"
08-Sep,2018,Unprovoked,usa,"k. mcmurray, tracking sharks.com"
07-Sep,2018,Unprovoked,usa,"tc palm, 9/7/2018"
01-Sep,2018,Provoked,ireland,"irish examiner, 9/2/2018"
Unknown,2018,Unprovoked,bahamas,"infos-israel.news, 8/28/2018"
24-Aug,2018,Unprovoked,usa,"k. mcmurray, tracking sharks.com"
20-Aug,2018,Unprovoked,bahamas,"k. mcmurray, trackingsharks.com"
18-Aug,2018,Unprovoked,usa,"m. michaelson & c. creswell, gsf, k. mcmurray, tracking sharks.com"
18-Aug,2018,Unprovoked,italy,"k. mcmurray, tracking sharks.com"
15-Aug,2018,Unprovoked,bahamas,k. inskip-brooks
15-Aug,2018,Unconfirmed,usa,facebook.com
15-Aug,2018,Unprovoked,usa,"m. michaelson, gsaf"
09-Aug,2018,Unprovoked,usa,"abc.com, 8/9.2018"
05-Aug,2018,Unprovoked,usa,d. donohue
05-Aug,2018,Unprovoked,usa,"k. mcmurray, tracking sharks.com"
03-Aug,2018,Unprovoked,egypt,ahaonline.cz
29-Jul,2018,Unprovoked,usa,"action news jax, 7/30/2018"
24-Jul,2018,Provoked,china,"mail online, 7/26/2018"
18-Jul,2018,Unprovoked,usa,"s. curatolo-wageman, gsaf"
18-Jul,2018,Unprovoked,usa,"s. curatolo-wageman, gsaf"
Unknown,2018,Invalid,usa,"click2houston, 7/16/2018"
