Date,Year,Type,Country,Source
10-Jun,1972,Unprovoked,usa,p. salick
28-May,1972,Unprovoked,usa,"d. miller & r. collier, r. collier, pp.48-50; evening tribune (san diego) 7/17/1972; h.d. baldridge, p.78; j. mccosker & r.n. lea"
06-May,1972,Unprovoked,french polynesia,"m. fouques, et.al, pp. 318-319"
16-Apr,1972,Unprovoked,western samoa,j. gregory
01-Apr,1972,Unprovoked,australia,"r. mckenzie, sunday mail, 9/6/1987, p.11"
01-Apr,1972,Unprovoked,mozambique,note: the johannesburg star initially recorded his name as richard wilson gordon
21-Mar,1972,Provoked,pacific ocean,ny times 4/2/1972
16-Mar,1972,Unprovoked,usa,"j. borg, p.74; l. taylor (1993), pp.102-103"
20-Feb,1972,Unprovoked,australia,"sydney morning herald, 2/21/1972"
12-Feb,1972,Unprovoked,australia,"c. black, gsaf; j. green, p.36"
01-Jan,1972,Unprovoked,south africa,"m. levine, gsaf"
01-Jan,1972,Unprovoked,south africa,"j. bass & g. hughes; j. pelser, m. levine, gsaf"
01-Jan,1972,Unprovoked,mozambique,"j. bass; m. levine, gsaf"
Unknown,1972,Unprovoked,mozambique,"sunday times, 1/16/1972"
Unknown,1972,Unprovoked,france,c. moore. gsaf
Unknown,1972,Unprovoked,marshall islands,"g. ambrose, pp.78-86"
23-Dec,1971,Unprovoked,australia,"j. green, p.36"
16-Dec,1971,Unprovoked,south africa,"c. teague,  m. levine, gsaf; a. heydorn, ori; t. wallett, p.40"
05-Dec,1971,Unprovoked,australia,"the age, 12/9/1971"
Unknown,1971,Unprovoked,hong kong,"the advocate, 11/25/1971; post crescent, 11/28/1971"
27-Oct,1971,Provoked,australia,"j. green, p.36"
23-Oct,1971,Unprovoked,usa,"news tribune, 10/25/1971"
14-Oct,1971,Unprovoked,south africa,j. bass
02-Oct,1971,Unprovoked,usa,"d. miller & r. collier; r. collier, p. 48"
25-Sep,1971,Unprovoked,usa,"f. schwartz, p.23"
07-Sep,1971,Unprovoked,croatia,"r. rocconi & c. moore, gsaf"
05-Sep,1971,Unprovoked,australia,"j. west, adelaide advertiser, 9/7/1971, p.10; p. kemp, gsaf"
21-Aug,1971,Provoked,australia,"sydney morning herald, 8/22/1971"
26-Jul,1971,Unprovoked,usa,"miami news, 7/27/1971"
19-Jul,1971,Unprovoked,usa,"d. miller & r. collier, r. collier, pp.51-52; j. mccosker & r.n. lea"
30-Jun,1971,Unprovoked,south africa,"g. scheltema, m. levine, gsaf; j. bass, ori"
01-Jun,1971,Unprovoked,british isles,j. steel (1989)
Unknown,1971,Unprovoked,kenya,m. v. schoor
11-Apr,1971,Unprovoked,south africa,"j. wallace, ori; m. levine, gsaf; t. wallett, pp.39-40"
06-Apr,1971,Unprovoked,mexico,"a.resciniti, p.109"
05-Apr,1971,Unprovoked,venezuela,h.d. baldridge (1994) saf case #1646
05-Apr,1971,Unprovoked,venezuela,h.d. baldridge (1994) saf case #1646
Unknown,1971,Sea Disaster,mozambique,"m. levine, gsaf"
30-Mar,1971,Unprovoked,new zealand,"b. watkins, r. d. weeks, gsaf"
02-Jan,1971,Unprovoked,australia,"c. black, gsaf; h.d. baldridge (1994) saf case #1650"
Unknown,1971,Unprovoked,usa,j.ward
Unknown,1971,Unprovoked,australia,the advertiser (undated)
Unknown,1971,Unprovoked,croatia,a. demaddalena
Unknown,1971,Unprovoked,iran,b. coad
Unknown,1971,Unprovoked,iran,b. coad
17-Dec,1970,Unprovoked,mozambique,"gsaf; h.d. baldridge, p.22"
13-Dec,1970,Unprovoked,mozambique,"gsaf; h.d. baldridge, p.22"
07-Dec,1970,Unprovoked,micronesia,r.s. jones
03-Dec,1970,Sea Disaster,usa,"the argus, 12/7/1970, p.2"
Unknown,1970,Unprovoked,unknown,"h.d. baldridge (1994), saf case #1645"
24-Oct,1970,Unprovoked,usa,"j. borg, p.74; l. taylor (1993), pp.102-103"
Unknown,1970,Unprovoked,usa,"h. wessel, orlando sentinel, 8/1/2001"
28-Sep,1970,Unprovoked,micronesia,r.s. jones
13-Sep,1970,Provoked,palau,"k.r.h. read; h.d. baldridge, p.192"
05-Sep,1970,Unprovoked,usa,"st. petersburg times, 9/7/1970, p.12b"
02-Sep,1970,Provoked,australia,"j. green, p.36"
Unknown,1970,Unprovoked,usa,"h.d. baldridge (1994), saf case #1630"
Unknown,1970,Unprovoked,usa,saf case #1485
02-Aug,1970,Invalid,unknown,"rome news tribune, 8/3/1970"
05-Jul,1970,Unprovoked,unknown,"h.d. baldridge (1994), saf case #1628"
22-Jun,1970,Provoked,usa,bridgeport post 6/22/1970
15-Jun,1970,Provoked,south africa,"d. davies; a.j. bass, ori"
13-Jun,1970,Unprovoked,grenada,"e. pace, fsaf"
13-Jun,1970,Unprovoked,grenada,"e. pace, fsaf"
Unknown,1970,Sea Disaster,philippines,"the daily intelligencer, 6/12/1970, p.2;  the times (london), september 24, 1970"
04-Apr,1970,Unprovoked,grenada,"e. pace, fsaf"
Unknown,1970,Provoked,unknown,"h.d. baldridge (1994), saf case #1616"
Unknown,1970,Unprovoked,solomon islands,h.d. baldridge (1994) saf case #1655
31-Mar,1970,Invalid,usa,"j. borg, p.74"
23-Mar,1970,Unprovoked,usa,h.d. baldridge (1994) saf case #1620
05-Feb,1970,Unprovoked,unknown,h.d. baldridge (1994) saf case #1626
23-Jan,1970,Unprovoked,mozambique,"natal daily news, 2/4/1970; d. davies"
23-Jan,1970,Unprovoked,mozambique,"natal daily news, 2/4/1970; d. davies"
23-Jan,1970,Unprovoked,mozambique,"natal daily news, 2/4/1970; d. davies"
23-Jan,1970,Unprovoked,mozambique,"natal daily news, 2/4/1970; d. davies"
Unknown,1970,Sea Disaster,egypt,"the progress, 1/17/1970"
10-Jan,1970,Unprovoked,mexico,"a. resciniti, p.110"
Unknown,1970,Unprovoked,england,"reading eagle, 1/9/1970"
Unknown,1970,Unprovoked,papua new guinea,"brainerd daily dispatch, 1/13/1970"
Unknown,1970,Unprovoked,sri lanka,r. i. desilva.gsaf
Unknown,1970,Unprovoked,spain,c. moore. gsaf
Unknown,1970,Watercraft,italy,a. de maddalena; m. cottiglia (pers. comm.)
Unknown,1970,Unprovoked,croatia,a. de maddalena; a. mojetta (pers. comm.)
Unknown,1970,Unprovoked,iraq,b.w. coad & l.a.j. al-hassan
Unknown,1970,Unprovoked,iraq,b.w. coad & l.a.j. al-hassan
Unknown,1970,Unprovoked,iraq,b.w. coad & l.a.j. al-hassan
Unknown,1970,Unprovoked,iraq,b.w. coad & l.a.j. al-hassan
30-Nov,1969,Unprovoked,australia,"sydney morning herald, 12/1/1969"
11-Nov,1969,Unprovoked,usa,"h.d. baldridge, p.185; j. borg, p.74;  l. taylor (1993), pp.102-103"
05-Nov,1969,Provoked,australia,"j. green, p.36"
14-Oct,1969,Unprovoked,usa,h.d. baldridge (1994) saf case #1579
06-Sep,1969,Unprovoked,usa,"d. miller & r. collier; r. collier, pp.42-44; h.d. baldridge, p.78;"
29-Aug,1969,Unprovoked,usa,"news tribune, 8/30/1969"
22-Aug,1969,Provoked,usa,"portsmouth herald, 8/23/1969"
02-Aug,1969,Unprovoked,usa,"st. petersburg times, 8/3/1969; h.d. baldridge (1994) saf case #1570"
02-Aug,1969,Unprovoked,usa,"nytimes, 8/3/1969"
Unknown,1969,Unprovoked,unknown,h.d. baldridge (1994) saf case #1602
27-Jul,1969,Provoked,england,h.d. baldridge (1994) saf case #1611
22-Jul,1969,Provoked,usa,h.d. baldridge (1994) saf case #1603
20-Jul,1969,Unprovoked,usa,"d. miller & r. collier; r. collier, p. 42"
27-Jun,1969,Unprovoked,usa,h.d.baldridge (1994) saf case #1652
12-Jun,1969,Unprovoked,jamaica,"the gleaner, 6/20/1969"
Unknown,1969,Unprovoked,usa,h.d.baldridge (1994) saf case #1609
25-May,1969,Provoked,usa,"corpus christi times, 5/26/1969; h.d.baldridge (1994) saf case #1629"
24-May,1969,Provoked,usa,h.d.baldridge (1994) saf case #1596
22-May,1969,Unprovoked,dominican republic,h.d.baldridge (1994) saf case #1607
14-May,1969,Unprovoked,australia,"j. green, p.36"
22-Apr,1969,Invalid,australia,"j. green, p.36"
19-Aug,1969,Provoked,usa,"tri-city herald, 4/21/1969"
25-Mar,1969,Provoked,australia,h.d.baldridge (1994) saf case #1612
09-Mar,1969,Unprovoked,usa,"j. borg, p.73; l. taylor (1993), pp.102-103"
Unknown,1969,Provoked,australia,"c. black, gsaf"
Unknown,1969,Invalid,australia,h.d.baldridge (1994) saf case #1591
27-Jan,1969,Unprovoked,australia,h.d.baldridge (1994) saf case #1560
Unknown,1969,Unprovoked,australia,"h.d.baldridge (1994), saf case #1594"
Unknown,1969,Provoked,bahamas,"m. vorenberg, p.154"
29-Dec,1968,Invalid,south africa,h.d.baldridge (1994) saf case #1588. note: unable to verify in local records
26-Dec,1968,Provoked,australia,"the age, 12/27/1968"
25-Dec,1968,Unprovoked,new zealand,"r. d. weeks, gsaf; otago daily times, 12/26/1968"
09-Dec,1968,Unprovoked,australia,"t. peake, gsaf"
02-Dec,1968,Unprovoked,south africa,"a. heydorn, ori"
Unknown,1968,Invalid,south africa,h.d. baldridge (1994) saf case #1587;  unable to authenticate
06-Nov,1968,Watercraft,south africa,"m. levine, gsaf"
04-Nov,1968,Sea Disaster,papua new guinea,"the sydney morning herald, 11/9/1968"
02-Nov,1968,Provoked,australia,h.d. baldridge (1994) saf case #1533
29-Oct,1968,Provoked,bahamas,h.d. baldridge (1994) saf case #1565
13-Oct,1968,Unprovoked,usa,"h.d. baldridge, p.185"
10-Oct,1968,Sea Disaster,philippines,"fresno bee republican, 10/12/1968"
22-Sep,1968,Invalid,usa,"m. vorenberg, gsaf"
15-Sep,1968,Unprovoked,new zealand,"r.d. weeks, gsaf; otago daily times, 9/16/1968; h.d. baldridge, pp.18-19"
24-Aug,1968,Unprovoked,usa,"m. vorenberg, gsaf"
21-Aug,1968,Unprovoked,usa,"brownsville herald, 8/14/1968; h.d.baldridge, saf case  #1553"
13-Aug,1968,Unprovoked,french polynesia,"h.d.baldridge, saf case #1531"
11-Aug,1968,Unprovoked,malaysia,"h.d.baldridge, saf case #1541"
08-Aug,1968,Unprovoked,columbia,"soho.com, 11/19/2-11"
27-Jul,1968,Unprovoked,usa,"d. miller & r. collier; r. collier, pp.41-42; h.d. baldridge, p.76, 138, 191, 194, 206"
23-Jul,1968,Unprovoked,usa,"h.d.baldridge, saf case #1542"
16-Jul,1968,Unprovoked,usa,"h.d.baldridge, p.284"
10-Jul,1968,Unprovoked,bahamas,"reported by f.s.t. baker to m. vorenberg, pp.154-155"
Unknown,1968,Invalid,mexico,"h.d.baldridge, saf case #1613"
25-Jun,1968,Unprovoked,bahamas,"h.d. baldridge, p.260; clark, p.87"
09-Jun,1968,Unprovoked,usa,"evening indeipendent, 6/10/1968, p.3"
Unknown,1968,Unprovoked,england,"h.d. baldridge (1994), saf case #1515"
18-May,1968,Invalid,tanzania,r. wharton
Unknown,1968,Unprovoked,papua new guinea,h.d. baldridge (1994) saf case #1520
29-Apr,1968,Invalid,usa,"news journal, 5/1/1968"
20-Apr,1968,Unprovoked,usa,"m. vorenberg, gsaf; r. skocik, pp.168-169; h.d. baldridge, p.203; note: a. resciniti, p.35, also refers to an earlier attack on a snorkeler. the shark bit the boy's calf and both swim fins."
15-Apr,1968,Unprovoked,australia,"sydney morning herald, 4/28/1968"
Unknown,1968,Unprovoked,papua new guinea,"the age, 4/11/1968, p.4"
07-Apr,1968,Provoked,australia,"j. green, p.36; h. d. baldridge (1994) saf case #1528"
25-Mar,1968,Unprovoked,south africa,"j. bass, h.a. jones, a. heydorn & d. illing"
10-Mar,1968,Unprovoked,usa,h.d. baldridge (1994) saf case #1548
Unknown,1968,Invalid,usa,h.d. baldridge (1994) saf case #1530
26-Feb,1968,Unprovoked,usa,"h.d. baldridge, #1549"
20-Feb,1968,Unprovoked,australia,"j. green, p.36"
18-Feb,1968,Provoked,new zealand,"r.d. weeks, gsaf; otago daily times, 2/20/1968; h.d. baldridge (1994) saf case #1525"
04-Feb,1968,Unprovoked,australia,"h.d. baldridge, p.199"
02-Feb,1968,Unprovoked,australia,"j. green, p.36"
Unknown,1968,Unprovoked,mozambique,h.d. baldridge (1994) saf case #1522
17-Jan,1968,Unprovoked,papua new guinea,h.d. baldridge (1994) saf cases #1519 & #1584
Unknown,1968,Unprovoked,costa rica,"kokomo tribune, 5/11/1969"
Unknown,1968,Invalid,usa,unverified
Unknown,1968,Invalid,usa,unverified
30-Dec,1967,Unprovoked,south africa,"b. pearson, m. levine, gsaf"
Unknown,1967,Invalid,papua new guinea,h.d. baldridge (1994)
18-Dec,1967,Unprovoked,fiji,h.d.baldridge (1994) saf case #1532
17-Dec,1967,Unprovoked,australia,"h. edwards, p.137-138"
14-Dec,1967,Provoked,usa,h.d.baldridge (1994) saf case #1566
30-Nov,1967,Provoked,australia,h.d. baldridge (1994) saf case #1516
30-Nov,1967,Unprovoked,australia,(1994) saf case #1524
15-Nov,1967,Provoked,fiji,h.d.baldridge (1994) saf case #1537
04-Nov,1967,Sea Disaster,philippines,"canberra times, 11/9/1967"
Unknown,1967,Invalid,south africa,"a. heydorn, ori"
Unknown,1967,Unprovoked,mexico,"chicago tribune, 10/27/1967"
17-Oct,1967,Unprovoked,usa,"m. vorenberg, gsaf"
Unknown,1967,Unprovoked,tonga,h.d.baldridge (1994) saf case #1480
20-Sep,1967,Invalid,usa,"j. borg, p.73; l. taylor (1993), pp.102-103"
13-Sep,1967,Provoked,italy,c. moore. gsaf
07-Sep,1967,Provoked,papua new guinea,"h.d.baldridge, saf case #1546"
07-Sep,1967,Unprovoked,usa,unknown
06-Sep,1967,Unprovoked,papua new guinea,"the age, 9/7/1967"
01-Sep,1967,Unprovoked,papua new guinea,"f. dennis, pp.23-24"
27-Aug,1967,Provoked,usa,"ventura county ad-visor, 8/31/1967"
26-Aug,1967,Unprovoked,japan,k. nakaya
25-Aug,1967,Unprovoked,italy,"c. moore, gsaf"
19-Aug,1967,Unprovoked,australia,"h. edwards, pp.35-42; h.d. baldridge, p.28; a. sharpe, pp.132-133; a. maccormick, p.86; j. west, asaf"
15-Aug,1967,Unprovoked,bermuda,"gettysburg times, 8/15/1967"
Unknown,1967,Unprovoked,columbia,"new york times, 8/14/1967"
10-Aug,1967,Invalid,australia,"h.d. baldridge, p.184"
07-Aug,1967,Unprovoked,usa,"h.d. baldridge, p.193; clark, p.86"
Unknown,1967,Unprovoked,bahamas,"h.d. baldridge, p.185"
Unknown,1967,Unprovoked,senegal,s. trape
29-Jul,1967,Unprovoked,usa,"h.d.baldridge, saf case #1538"
05-Jul,1967,Unprovoked,turkey,"c. moore, gsaf"
Unknown,1967,Invalid,usa,h.d. baldridge (1994) saf case #1637
13-Jun,1967,Provoked,usa,"h.d. baldridge, p.192; m. mcdiarmid, p.70"
Unknown,1967,Provoked,italy,a. de maddalena; giudici & fino (1989)
Unknown,1967,Provoked,australia,"j. green, p.36; h. d. baldridge (1994) saf case #1464"
09-May,1967,Provoked,australia,h.d.baldridge (1994) saf case #1536
Unknown,1967,Provoked,united kingdom,c. moore. gsaf
20-Mar,1967,Provoked,new zealand,h.d. baldridge (1994) saf case #1521
19-Mar,1967,Unprovoked,south africa,"l. jones, m. levine, gsaf;. d'aubrey, ori"
12-Mar,1967,Provoked,australia,"h.d. baldridge, saf case #1466"
10-Mar,1967,Invalid,australia,evening express (cardiff)
09-Mar,1967,Unprovoked,new zealand,"r.d. weeks, gsaf; j. garrick; west australian (perth), 3/10/1967"
01-Mar,1967,Unprovoked,papua new guinea,"f. dennis, p.23; h.d. baldridge (1994) saf case #1534"
06-Feb,1967,Sea Disaster,mexico,"brownsville herald, 1/28/1968"
27-Jan,1967,Watercraft,south africa,gsaf
22-Jan,1967,Provoked,south africa,"h.d. baldridge, p.128"
21-Jan,1967,Unprovoked,mozambique,"m. levine, gsaf"
06-Jan,1967,Provoked,australia,h.d.baldridge (1994) saf case #1465
31-Dec,1966,Unprovoked,australia,"j. green, p.35; sun (sydney), 1/3/1967"
27-Dec,1966,Provoked,australia,"sun (sydney), 12/29/1966; j. green, p.36; h.d. baldridge, p.166"
27-Dec,1966,Unprovoked,australia,"sun (sydney), 12/29/1966; j. green, p.36"
26-Dec,1966,Unprovoked,singapore,"h.d. baldridge, saf case #1458"
26-Dec,1966,Unprovoked,australia,"sun (sydney), 12/29/1966; h.d. baldridge, p.137"
14-Nov,1966,Unprovoked,thailand,h.d. baldridge (1994) saf case #1509
Unknown,1966,Unprovoked,papua new guinea,"a. mcnaught; times-courier (lae, png), 12/10/1966; f. dennis, p.23"
30-Oct,1966,Unprovoked,papua new guinea,"a. mcnaught; times-courier (lae, png), 12/10/1966; f. dennis, p.23"
19-Oct,1966,Unprovoked,papua new guinea,"a. mcnaught; times-courier (lae, png), 12/10/1966; f. dennis, p.23"
27-Sep,1966,Unprovoked,australia,"b. dawson, j.green, pp.50-52; the cairns post, 9/28/1966 (note: the  press erroneously reported the diver's name as davidson.)"
19-Sep,1966,Provoked,usa,"japan times, 9/23/1966; mainichi news, 9/25/1966 edtion"
18-Sep,1966,Invalid,australia,"the west australian (perth), 9/14/1966; d. h.baldridge, p.136; saf case #1424"
13-Sep,1966,Provoked,australia,"h.d.baldridge, saf case #1425"
10-Sep,1966,Unprovoked,australia,"the west australian (perth), 9/14/1966; h.d.baldridge, p.136"
08-Sep,1966,Provoked,usa,"san antonio express, 9/9/1966"
Unknown,1966,Invalid,bahamas,isaf case #1421
28-Aug,1966,Watercraft,australia,"adelaide advertiser, 9/1/1966; saf case #1426"
27-Aug,1966,Invalid,south africa,isaf case #1439
27-Aug,1966,Unprovoked,bahamas,"p. gilbert & h.d. baldridge, saf case #1433"
23-Aug,1966,Unprovoked,new britain,"age (melbourne), hudderfield daily examiner (yorkshire), evening press (dublin), 8/23/196;; irish news (belfast), 8/24/1966; a. maccormick, p.161"
23-Aug,1966,Unprovoked,new britain,"age (melbourne), hudderfield daily examiner (yorkshire), evening press (dublin), 8/23/1966; irish news (belfast), 8/24/1966; a. maccormick, p.161"
16-Aug,1966,Unprovoked,croatia,"r. rocconi; a. de maddalena & c. moore, gsaf"
14-Aug,1966,Unprovoked,taiwan,"h.d.baldridge, p.184"
13-Aug,1966,Unprovoked,italy,"evening standard (london) 8/13/1966; sunday express (london), 8/14/1966"
Unknown,1966,Invalid,usa,h.d. baldridge (1994) saf case #1440
Unknown,1966,Unprovoked,usa,"m. vorenberg, gsaf"
31-Jul,1966,Unprovoked,usa,"m. vorenberg, h.d. baldridge, p.191"
19-Jul,1966,Provoked,usa,"news & courier, 7/20/1966"
17-Jul,1966,Unprovoked,usa,"victoria advocate, 7/20/1966, p.8"
17-Jul,1966,Unprovoked,taiwan,"south china morning post (hong kong), 7/19/1966"
14-Jul,1966,Unprovoked,papua new guinea,h.d.baldridge (1994) saf case #1415
03-Jul,1966,Invalid,usa,"h.d. baldridge, p.210"
02-Jul,1966,Watercraft,unknown,p. gilbert; saf case #1436
22-Jun,1966,Provoked,usa,press clippings
11-Jun,1966,Provoked,usa,t. bailey
04-Jun,1966,Unprovoked,usa,d. holmgreen
02-Jun,1966,Provoked,french polynesia,"h.d. baldridge (1994), saf case #1434"
20-May,1966,Sea Disaster,australia,"j. green, p.35"
20-May,1966,Unprovoked,australia,"bellingen courier-sun; j. green, p.35"
20-May,1966,Sea Disaster,australia,barker & ritson
16-May,1966,Invalid,usa,"h.d. baldridge,p.184; saf case  #1412"
16-May,1966,Sea Disaster,philippines,"maryborough chronicle (queensland), lancashire evening post  6/20/1966"
08-Apr,1966,Unprovoked,usa,h.d. baldridge (1994) saf case #1483
Unknown,1966,Sea Disaster,australia,saf case #1413
20-Mar,1966,Provoked,australia,p. w. gilbert; saf case #1435
14-Mar,1966,Sea Disaster,sudan,"g. burns; befast news-letter, 3/30/1966"
27-Feb,1966,Unprovoked,australia,"t. b. gorman & d.j. dunatan, nsw state fisheries laboratories; h.d. baldridge, p.58; a. sharpe, pp.77-79; a. maccormick, p.162"
29-Jan,1966,Provoked,south africa,"daily news, 2/31/1966; j. penrith & j. d'aubrey"
25-Jan,1966,Sea Disaster,indonesia,sydney daily telegraph
22-Jan,1966,Unprovoked,usa,"d. miller & r. collier; r. collier, pp.40-41; h.d. baldridge, p.76"
15-Jan,1966,Unprovoked,australia,"the age, 1/17/1966, p.1"
14-Jan,1966,Sea Disaster,columbia,"virgin islands daily news, 1/17/1966; saf case #1399"
11-Jan,1966,Unprovoked,south africa,"j.l.b. smith, j. wallace, m. levine, gsaf"
10-Jan,1966,Unprovoked,australia,"west australian (perth), 1/20/1966"
09-Jan,1966,Unprovoked,south africa,"j. d’aubrey, m. levine, gsaf"
08-Jan,1966,Unprovoked,new zealand,"r.d. weeks, gsaf; dr. g. e. walker"
05-Jan,1966,Unprovoked,usa,j. ulsh
Unknown,1966,Invalid,usa,r. collier
28-Dec,1965,Unprovoked,australia,"orange daily (nsw), 12/29/1965; t. peake, gsaf"
19-Dec,1965,Unprovoked,johnston island,"h.d. baldridge (1994), saf case #1617"
10-Dec,1965,Watercraft,australia,"adelaide advertiser, 12/11/1965, saf case 1345"
21-Nov,1965,Provoked,australia,"evening press (dublin, ireland) 11/22/1965"
21-Nov,1965,Unprovoked,pacific ocean,"p. resos & j. souza, pararescue, 76th air rescue squadron, hickam afb, hawaii"
03-Nov,1965,Invalid,panama,tropic survival school
03-Nov,1965,Unprovoked,australia,"telegraph (sydney), mirror (sydney), post (cairns),  11/4/1965; j. green, p.35"
21-Oct,1965,Unprovoked,unknown,"lodi news sentinel, 10/30/1965"
16-Oct,1965,Unprovoked,bahamas,"st. paul dispatch, 10/27/1965"
16-Oct,1965,Unprovoked,bahamas,"st. paul dispatch, 10/27/1965"
10-Oct,1965,Unprovoked,new britain,morning herald (sydney) 10/17/1965
Unknown,1965,Unprovoked,papua new guinea,h.d. baldridge (1994) saf case #1475
21-Sep,1965,Provoked,papua new guinea,"south pacific post, 9/22/2965; saf case #1386"
12-Sep,1965,Provoked,papua new guinea,"the times (london),"
08-Sep,1965,Unprovoked,mexico,f. piskur; press clipping dated 9/9/1965
30-Aug,1965,Invalid,philippines,"manila daily bulletin, 9/3/1965; saf case #1388"
26-Aug,1965,Unprovoked,usa,j. bloodworth; philadelphia inquirer 8/27/1965
30-Jul,1965,Provoked,bahamas,"h.d. baldridge, p. 93"
26-Jul,1965,Unprovoked,mexico,"latin american times (new york), 8/3/1965"
Unknown,1965,Watercraft,bermuda,"daily express, 7/2/1965; saf case #1375"
19-Jun,1965,Invalid,usa,"miami herald, 6/20/1965; saf case #1372"
18-Jun,1965,Invalid,usa,"evening standard (london) 6/9/1965; sunday express (london), 6/20/1965"
09-Jun,1965,Unprovoked,mexico,j. carranza (this is apparently a different case than 1965.05.00.a)
Unknown,1965,Unprovoked,papua new guinea,age (melbourne) 6/7/1965
Unknown,1965,Unprovoked,unknown,h.d.baldridge (1994) saf case #1510
29-May,1965,Unprovoked,mexico,the news (mexico city) 6/1/1965
28-May,1965,Unprovoked,mexico,the news (mexico city) 6/1/1965
Unknown,1965,Unprovoked,egypt,falconer-barker
Unknown,1965,Unprovoked,jamaica,h.d.baldridge (1994) saf case #1498
Unknown,1965,Unprovoked,mexico,the news (mexico city) 6/12/1965
29-Apr,1965,Unprovoked,usa,"m. vorenberg, gsaf"
25-Apr,1965,Invalid,usa,"i. marais, m. levine, l. jones, gsaf"
10-Apr,1965,Unprovoked,usa,"j. d. morgan, m.d."
04-Apr,1965,Unprovoked,palau,p.t. wilson
04-Apr,1965,Unprovoked,usa,"m. vorenberg, gsaf. r. greer, m.d."
23-Mar,1965,Invalid,usa,dr. s.d. caller; saf case #1360
14-Mar,1965,Unprovoked,usa,r. macneilly
14-Feb,1965,Unprovoked,south africa,"g.w. black, m. levine,  gsaf;  t. mchugh, a. heydorn. j. d'aubrey & p.h. jacques; t. wallett, pp.51-52"
04-Feb,1965,Unprovoked,usa,"r. powell; boston traveler 2/11/1965; h.d. baldridge, p.184"
25-Jan,1965,Invalid,usa,h.l. johnson; saf case #1353
23-Jan,1965,Unprovoked,south africa,"d. davies, j. d'aubrey & h. haicker, ori; m. levine, gsaf"
16-Jan,1965,Unprovoked,south africa,"d. davies & j. d'aubrey, gsaf"
10-Jan,1965,Unprovoked,australia,the australian 1/11/1965
09-Jan,1965,Unprovoked,new guinea,"south pacific post (port moresby), 1/11/1965"
Unknown,1965,Unprovoked,usa,"victoria advocate, 7/11/2011"
Unknown,1965,Provoked,usa,"orange county register, 1/28/2998"
Unknown,1965,Provoked,usa,"m. vorenberg, gsaf"
Unknown,1965,Unprovoked,unknown,captain t. falcon-barker
Unknown,1965,Unprovoked,egypt,captain t. falcon-barker
Unknown,1965,Unprovoked,vanuatu,"m. levine, gsaf"
Unknown,1965,Invalid,south africa,"m. levine, gsaf, possible confusion in press with huskisson incident"
25-Dec,1964,Unprovoked,south africa,"dr. macrae; j. d'aubrey, m. levine, gsaf"
10-Dec,1964,Unprovoked,papua new guinea,h.d.baldridge (1994) saf case #1558
10-Dec,1964,Watercraft,australia,"adelaide advertiser, 12/11/1965"
09-Dec,1964,Unprovoked,papua new guinea,"south pacific post (port moresby), 12/16/1964"
06-Dec,1964,Unprovoked,kenya,"star, 12/7/1964"
29-Nov,1964,Unprovoked,australia,"a. sharpe, pp.115-116; h. edwards, pp.67-71; j. green, p.35; a. maccormick, pp.88-91; j. west, asaf"
18-Nov,1964,Unprovoked,australia,"daily mirror (sydney), 11/19/1964"
13-Nov,1964,Provoked,australia,"h.d. baldridge, p.57"
05-Nov,1964,Watercraft,usa,"g. w. bane, jr."
31-Oct,1964,Provoked,south africa,"m. levine, gsaf"
25-Oct,1964,Invalid,usa,"miami news, 10/26/1964; saf case #1338"
04-Oct,1964,Unprovoked,australia,the australian 10/5/1964
27-Sep,1964,Invalid,unknown,c. moore. gsaf
20-Sep,1964,Unprovoked,taiwan,"china post (taipai, taiwan) 9/22/1964"
07-Sep,1964,Unprovoked,taiwan,"china post (taipei, taiwan) 9/22/1964; j. wong"
26-Aug,1964,Unprovoked,usa,m. tayman
23-Aug,1964,Unprovoked,mexico,t.t. moore
22-Aug,1964,Invalid,usa,"m. vorenberg, gsaf"
21-Aug,1964,Unprovoked,usa,w.h. tobert
08-Aug,1964,Unprovoked,usa,"h.d. baldridge, p.183"
03-Aug,1964,Unprovoked,japan,k. nakaya
Unknown,1964,Unprovoked,panama,h. loftin
27-Jul,1964,Provoked,usa,h.d.baldridge (1994) saf case #1547
16-Jul,1964,Unprovoked,south africa,"l. jones, m. levine,gsaf"
15-Jul,1964,Invalid,usa,saf case #1313
10-Jul,1964,Invalid,south africa,"i. marais, m. levine, l. jones, gsaf"
08-Jul,1964,Provoked,usa,"m. vorenberg, gsaf"
Unknown,1964,Unprovoked,papua new guinea,"times courier (lae, png) 7/29/1964"
Unknown,1964,Watercraft,papua new guinea,"times courier (lae, png) 7/29/1964"
29-Jun,1964,Sea Disaster,bermuda,"washington post, 6/30/1964; saf case #1295"
28-Jun,1964,Invalid,usa,"oakland tribune, 6/29/1964"
24-Jun,1964,Watercraft,usa,"valley news (gardena), 6/28/1964"
17-Jun,1964,Watercraft,papua new guinea,saf case #1300
23-Jun,1964,Unprovoked,fiji,"fiji times, 6/26/1963"
02-Jun,1964,Invalid,south africa,d. davies
30-May,1964,Unprovoked,panama,"h.d. baldridge, saf case #1496"
08-May,1964,Unprovoked,fiji,"h.d. baldridge, p.196; clark, p.87"
Unknown,1964,Unprovoked,panama,h. loftin
07-Apr,1964,Unprovoked,papua new guinea,"daily news (perth), 4/8/1964"
28-Mar,1964,Unprovoked,australia,"advertiser (adelaide) and telegraph (sydney), 3/30/1964"
